Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,24.126386,48.2490,21.053403,42.1027
2,9.582814,19.1528,4.636140,9.2601
3,3.209477,6.3990,2.110131,4.2102
4,1.478129,2.9375,0.591310,1.1703
5,0.843281,1.6639,0.728448,1.4441
6,0.782462,1.5425,0.499929,0.9866
7,0.593607,1.1633,0.532014,1.0506
8,0.521484,1.0198,0.500090,0.9868
9,0.486074,0.9483,0.487162,0.9608
10,0.469251,0.9150,0.460734,0.9080
11,0.433945,0.8443,0.427201,0.8410
12,0.424888,0.8263,0.424935,0.8365
13,0.417711,0.8118,0.438215,0.8628
14,0.429091,0.8343,0.421912,0.8303
15,0.409441,0.7953,0.427044,0.8406
16,0.423037,0.8225,0.442270,0.8711
17,0.422638,0.8216,0.443923,0.8743
18,0.452561,0.8816,0.436156,0.8589
19,0.424138,0.8247,0.489688,0.9661
20,0.460803,0.8982,0.435562,0.8578
21,0.462537,0.9018,0.428165,0.8429
22,0.481510,0.9395,0.510785,1.0083
23,0.455138,0.8870,0.504094,0.9948
24,0.449576,0.8757,0.474001,0.9346
25,0.425829,0.8282,0.411093,0.8087
26,0.422838,0.8220,0.467111,0.9208
27,0.457335,0.8911,0.430086,0.8466
28,0.421696,0.8198,0.461356,0.9093
29,0.427635,0.8316,0.445747,0.8778
30,0.449565,0.8751,0.453570,0.8935
31,0.421646,0.8191,0.398687,0.7834
32,0.435722,0.8469,0.438145,0.8624
33,0.501377,0.9788,0.503030,0.9925
34,0.479184,0.9344,0.427674,0.8415
35,0.517368,1.0102,0.414629,0.8150
36,0.469091,0.9134,0.490381,0.9667
37,0.450205,0.8755,0.422598,0.8308
38,0.468710,0.9121,0.435139,0.8558
39,0.422595,0.8197,0.506905,0.9993
40,0.433033,0.8405,0.400024,0.7854
41,0.408078,0.7907,0.388549,0.7626
42,0.379827,0.7339,0.355181,0.6954
43,0.364171,0.7022,0.369553,0.7242
44,0.353501,0.6806,0.343088,0.6707
45,0.363106,0.6991,0.371382,0.7272
46,0.342699,0.6575,0.282271,0.5483
47,0.310406,0.5921,0.341903,0.6672
48,0.317642,0.6059,0.276040,0.5351
49,0.293928,0.5578,0.275600,0.5336
50,0.290299,0.5498,0.289098,0.5608
51,0.282494,0.5345,0.260319,0.5034
52,0.289035,0.5482,0.270118,0.5231
53,0.296201,0.5626,0.283283,0.5497
54,0.287599,0.5456,0.255560,0.4943
55,0.274760,0.5200,0.278921,0.5409
56,0.308649,0.5877,0.306965,0.5971
57,0.300164,0.5708,0.256303,0.4958
58,0.280621,0.5319,0.262883,0.5090
59,0.276637,0.5240,0.341734,0.6670
60,0.322647,0.6164,0.263280,0.5098
61,0.310463,0.5920,0.289895,0.5634
62,0.303388,0.5777,0.265350,0.5141
63,0.295142,0.5615,0.277700,0.5390
64,0.276881,0.5250,0.261115,0.5058
65,0.299133,0.5695,0.247291,0.4780
66,0.309786,0.5908,0.339419,0.6625
67,0.327688,0.6269,0.292260,0.5681
68,0.297561,0.5665,0.328858,0.6414
69,0.288699,0.5487,0.254860,0.4931
70,0.308387,0.5882,0.294419,0.5726
71,0.309284,0.5903,0.255434,0.4947
72,0.271149,0.5139,0.260300,0.5043
73,0.288207,0.5480,0.277423,0.5388
74,0.305908,0.5836,0.251392,0.4866
75,0.304552,0.5808,0.275048,0.5339
76,0.286896,0.5455,0.321426,0.6270
77,0.297726,0.5676,0.272034,0.5281
78,0.325103,0.6224,0.267334,0.5186
79,0.297027,0.5661,0.270680,0.5256
80,0.273173,0.5188,0.242264,0.4687
81,0.278319,0.5291,0.265043,0.5144
82,0.280492,0.5334,0.275759,0.5357
83,0.279239,0.5307,0.287023,0.5582
84,0.275257,0.5228,0.262277,0.5087
85,0.290128,0.5524,0.318339,0.6210
86,0.294687,0.5618,0.297893,0.5800
87,0.299118,0.5706,0.272911,0.5297
88,0.278110,0.5278,0.295002,0.5738
89,0.279858,0.5313,0.263344,0.5102
90,0.283634,0.5386,0.322635,0.6291
91,0.296350,0.5642,0.270099,0.5238
92,0.281041,0.5337,0.311973,0.6079
93,0.300052,0.5718,0.316779,0.6172
94,0.303495,0.5787,0.268714,0.5213
95,0.286293,0.5443,0.278217,0.5404
96,0.300456,0.5729,0.252713,0.4891
97,0.323398,0.6184,0.278290,0.5405
98,0.313304,0.5983,0.255839,0.4955
99,0.297013,0.5658,0.340763,0.6655
1,20.501161,0.6250,1.884306,0.8200
2,2.877745,0.8300,1.571540,0.9000
3,1.026358,0.8300,0.546469,0.8200
4,0.521720,0.8450,0.575945,0.9400
5,0.538078,0.8350,0.507121,0.8200
6,0.481724,0.8300,0.607445,1.0000
7,0.513892,0.8550,0.717676,0.9400
8,0.521558,0.8700,0.552166,0.9400
9,0.463369,0.8250,0.720150,0.8200
10,0.500147,0.8650,0.529828,0.9400
11,0.465524,0.8500,0.591671,0.9600
12,0.464455,0.8550,0.617100,0.9400
13,0.494805,0.8650,0.585927,0.9400
14,0.481281,0.8350,0.797646,0.8200
15,0.547001,0.8850,0.553096,0.9600
16,0.489727,0.8850,0.879941,0.8600
17,0.589368,0.8800,0.518188,0.9600
18,0.468008,0.8800,0.531589,0.8000
19,0.475715,0.8950,0.463444,0.9600
20,0.469431,0.9200,0.713335,0.8800
21,0.542948,0.8800,0.482652,0.9800
22,0.509836,0.8650,0.441719,0.9200
23,0.469394,0.8900,0.526569,0.9400
24,0.480646,0.8850,0.445863,0.9400
25,0.430704,0.9050,0.823256,0.9400
26,0.508671,0.8700,0.566777,0.9600
27,0.460615,0.9000,0.420825,0.9600
28,0.429153,0.9100,0.456502,0.9400
29,0.462607,0.8750,0.493508,0.9400
30,0.461314,0.8800,0.608472,0.9800
31,0.463083,0.9150,0.486847,0.9200
32,0.519226,0.8950,0.768195,0.9000
33,0.579048,0.9100,0.445817,0.9000
34,0.461252,0.9100,0.426448,0.8800
35,0.428648,0.9100,0.440431,0.9000
36,0.425101,0.9150,0.429417,0.9200
37,0.437211,0.9250,0.753077,0.8800
38,0.712042,0.9050,2.440491,0.9800
39,0.860293,0.9200,0.663039,0.9400
40,0.465102,0.9250,0.873787,0.8800
41,0.545759,0.9200,0.819819,0.9000
42,0.614845,0.9250,0.560328,0.9600
43,0.465761,0.9150,0.476701,0.9400
44,0.477239,0.9300,0.610604,0.9400
45,0.547558,0.9100,0.649442,0.9800
46,0.455041,0.9200,0.518920,0.8600
1,20.501161,0.6250,1.884306,0.8200
2,2.877745,0.8300,1.571540,0.9000
3,1.026358,0.8300,0.546469,0.8200
4,0.521720,0.8450,0.575945,0.9400
5,0.538078,0.8350,0.507121,0.8200
6,0.481724,0.8300,0.607445,1.0000
7,0.513892,0.8550,0.717676,0.9400
8,0.521558,0.8700,0.552166,0.9400
9,0.463369,0.8250,0.720150,0.8200
10,0.500147,0.8650,0.529828,0.9400
11,0.465524,0.8500,0.591671,0.9600
12,0.464455,0.8550,0.617100,0.9400
13,0.494805,0.8650,0.585927,0.9400
14,0.481281,0.8350,0.797646,0.8200
15,0.547001,0.8850,0.553096,0.9600
16,0.489727,0.8850,0.879941,0.8600
17,0.589368,0.8800,0.518188,0.9600
18,0.468008,0.8800,0.531589,0.8000
19,0.475715,0.8950,0.463444,0.9600
20,0.469431,0.9200,0.713335,0.8800
21,0.542948,0.8800,0.482652,0.9800
22,0.509836,0.8650,0.441719,0.9200
23,0.469394,0.8900,0.526569,0.9400
24,0.480646,0.8850,0.445863,0.9400
25,0.430704,0.9050,0.823256,0.9400
26,0.508671,0.8700,0.566777,0.9600
27,0.460615,0.9000,0.420825,0.9600
28,0.429153,0.9100,0.456502,0.9400
29,0.462607,0.8750,0.493508,0.9400
30,0.461314,0.8800,0.608472,0.9800
31,0.463083,0.9150,0.486847,0.9200
32,0.519226,0.8950,0.768195,0.9000
33,0.579048,0.9100,0.445817,0.9000
34,0.461252,0.9100,0.426448,0.8800
35,0.428648,0.9100,0.440431,0.9000
36,0.425101,0.9150,0.429417,0.9200
37,0.437211,0.9250,0.753077,0.8800
38,0.712042,0.9050,2.440491,0.9800
39,0.860293,0.9200,0.663039,0.9400
40,0.465102,0.9250,0.873787,0.8800
41,0.545759,0.9200,0.819819,0.9000
42,0.614845,0.9250,0.560328,0.9600
43,0.465761,0.9150,0.476701,0.9400
44,0.477239,0.9300,0.610604,0.9400
45,0.547558,0.9100,0.649442,0.9800
46,0.455041,0.9200,0.518920,0.8600
1,20.501161,0.6250,1.884306,0.8200
2,2.877745,0.8300,1.571540,0.9000
3,1.026358,0.8300,0.546469,0.8200
4,0.521720,0.8450,0.575945,0.9400
5,0.538078,0.8350,0.507121,0.8200
6,0.481724,0.8300,0.607445,1.0000
7,0.513892,0.8550,0.717676,0.9400
8,0.521558,0.8700,0.552166,0.9400
9,0.463369,0.8250,0.720150,0.8200
10,0.500147,0.8650,0.529828,0.9400
11,0.465524,0.8500,0.591671,0.9600
12,0.464455,0.8550,0.617100,0.9400
13,0.494805,0.8650,0.585927,0.9400
14,0.481281,0.8350,0.797646,0.8200
15,0.547001,0.8850,0.553096,0.9600
16,0.489727,0.8850,0.879941,0.8600
17,0.589368,0.8800,0.518188,0.9600
18,0.468008,0.8800,0.531589,0.8000
19,0.475715,0.8950,0.463444,0.9600
20,0.469431,0.9200,0.713335,0.8800
21,0.542948,0.8800,0.482652,0.9800
22,0.509836,0.8650,0.441719,0.9200
23,0.469394,0.8900,0.526569,0.9400
24,0.480646,0.8850,0.445863,0.9400
25,0.430704,0.9050,0.823256,0.9400
26,0.508671,0.8700,0.566777,0.9600
27,0.460615,0.9000,0.420825,0.9600
28,0.429153,0.9100,0.456502,0.9400
29,0.462607,0.8750,0.493508,0.9400
30,0.461314,0.8800,0.608472,0.9800
31,0.463083,0.9150,0.486847,0.9200
32,0.519226,0.8950,0.768195,0.9000
33,0.579048,0.9100,0.445817,0.9000
34,0.461252,0.9100,0.426448,0.8800
35,0.428648,0.9100,0.440431,0.9000
36,0.425101,0.9150,0.429417,0.9200
37,0.437211,0.9250,0.753077,0.8800
38,0.712042,0.9050,2.440491,0.9800
39,0.860293,0.9200,0.663039,0.9400
40,0.465102,0.9250,0.873787,0.8800
41,0.545759,0.9200,0.819819,0.9000
42,0.614845,0.9250,0.560328,0.9600
43,0.465761,0.9150,0.476701,0.9400
44,0.477239,0.9300,0.610604,0.9400
45,0.547558,0.9100,0.649442,0.9800
46,0.455041,0.9200,0.518920,0.8600
1,20.501161,0.6250,1.884306,0.8200
2,2.877745,0.8300,1.571540,0.9000
3,1.026358,0.8300,0.546469,0.8200
4,0.521720,0.8450,0.575945,0.9400
5,0.538078,0.8350,0.507121,0.8200
6,0.481724,0.8300,0.607445,1.0000
7,0.513892,0.8550,0.717676,0.9400
8,0.521558,0.8700,0.552166,0.9400
9,0.463369,0.8250,0.720150,0.8200
10,0.500147,0.8650,0.529828,0.9400
11,0.465524,0.8500,0.591671,0.9600
12,0.464455,0.8550,0.617100,0.9400
13,0.494805,0.8650,0.585927,0.9400
14,0.481281,0.8350,0.797646,0.8200
15,0.547001,0.8850,0.553096,0.9600
16,0.489727,0.8850,0.879941,0.8600
17,0.589368,0.8800,0.518188,0.9600
18,0.468008,0.8800,0.531589,0.8000
19,0.475715,0.8950,0.463444,0.9600
20,0.469431,0.9200,0.713335,0.8800
21,0.542948,0.8800,0.482652,0.9800
22,0.509836,0.8650,0.441719,0.9200
23,0.469394,0.8900,0.526569,0.9400
24,0.480646,0.8850,0.445863,0.9400
25,0.430704,0.9050,0.823256,0.9400
26,0.508671,0.8700,0.566777,0.9600
27,0.460615,0.9000,0.420825,0.9600
28,0.429153,0.9100,0.456502,0.9400
29,0.462607,0.8750,0.493508,0.9400
30,0.461314,0.8800,0.608472,0.9800
31,0.463083,0.9150,0.486847,0.9200
32,0.519226,0.8950,0.768195,0.9000
33,0.579048,0.9100,0.445817,0.9000
34,0.461252,0.9100,0.426448,0.8800
35,0.428648,0.9100,0.440431,0.9000
36,0.425101,0.9150,0.429417,0.9200
37,0.437211,0.9250,0.753077,0.8800
38,0.712042,0.9050,2.440491,0.9800
39,0.860293,0.9200,0.663039,0.9400
40,0.465102,0.9250,0.873787,0.8800
41,0.545759,0.9200,0.819819,0.9000
42,0.614845,0.9250,0.560328,0.9600
43,0.465761,0.9150,0.476701,0.9400
44,0.477239,0.9300,0.610604,0.9400
45,0.547558,0.9100,0.649442,0.9800
46,0.455041,0.9200,0.518920,0.8600
1,20.501161,0.6250,1.884306,0.8200
